altitude,vs,cas,tas,aoa,cl,cd,drag,lift,mass,thrust
0.0,0.0,168.2820790155237,168.28207899576535,5.949999999999987,0.656358,0.052386,36882.31119352493,497499.52744232974,59949.55069664203,184920.54192629893
0.0,0.0,168.32481332921992,168.32481330944682,5.999999999999987,0.6610362692307692,0.052668692307692305,37055.61181857319,500307.25235206675,59949.52319995595,184909.13733725835
0.0,0.0,168.3673113811128,168.36731136132403,6.0499999999999865,0.6657145384615384,0.05295138461538461,37228.99365870789,503116.64134594245,59949.4957048813,184897.79762150874
0.0,0.0,168.40957617853647,168.40957615873424,6.099999999999986,0.6703928076923077,0.05323407692307691,37402.45642544904,505927.68569217884,59949.46821140899,184886.5219589004
0.0,0.0,168.4516107316525,168.45161071183594,6.149999999999986,0.6750710769230769,0.05351676923076923,37575.99985401774,508740.37704159174,59949.44071953002,184875.3095290427
0.0,0.0,168.4934180534289,168.49341803359707,6.199999999999986,0.6797493461538462,0.05379946153846153,37749.62370338271,511554.70742843236,59949.41322923553,184864.15951130178
0.0,0.0,168.53498949121771,168.53498947137186,6.249999999999986,0.6842616666666667,0.05410266666666666,37934.84459800136,514277.49802191317,59949.38574051675,184853.07108479968
0.0,0.0,168.5763250372977,168.5763250174361,6.299999999999986,0.6887325000000001,0.054411,38123.03327291274,516978.46300618706,59949.35825336461,184842.04652264115
0.0,0.0,168.61742759168533,168.61742757180988,6.349999999999985,0.6932033333333334,0.05471933333333333,38311.310489316944,519680.86263121857,59949.33076777004,184831.08580478103
0.0,0.0,168.6582966608385,168.65829664094892,6.399999999999985,0.6975947,0.055029999999999996,38500.987825996424,522340.00746148574,59949.303283724075,184820.18814040296
0.0,0.0,168.6989214302624,168.6989214103592,6.449999999999985,0.7016682000000001,0.055349999999999996,38696.00338885334,524821.6986485606,59949.27580121774,184809.35363876307
0.0,0.0,168.73929740261815,168.73929738270013,6.499999999999985,0.705404,0.05565528571428571,38882.82490420096,527114.4437992552,59949.24832024164,184798.5851448181
0.0,0.0,168.77939798305536,168.77939796312313,6.549999999999985,0.7077890000000001,0.05590171428571429,39036.58101234197,528647.4664227562,59949.22084078624,184787.88382812223
0.0,0.0,168.8192690008542,168.819268980908,6.5999999999999845,0.7118545333333334,0.056196866666666664,39217.819041024806,531127.2488145453,59949.193362841,184777.25671358264
0.0,0.0,168.8589242806054,168.85892426064507,6.649999999999984,0.7163402,0.05650419999999999,39405.99749808884,533844.9511745691,59949.16588639708,184766.69163309416
0.0,0.0,168.8983667478806,168.8983667279077,6.699999999999984,0.7208258666666667,0.05681153333333333,39594.26129082459,536564.0483706186,59949.138411446205,184756.18490339356
0.0,0.0,168.93757053657922,168.93757051659065,6.749999999999984,0.7250251538461538,0.05718007692307692,39817.14184947846,539122.974889379,59949.11093798019,184745.73573020071
0.0,0.0,168.9765311838377,168.97653116383748,6.799999999999984,0.7291528461538462,0.05756392307692308,40048.76527945434,541642.5871104426,59949.08346598988,184735.3509459569
0.0,0.0,169.01524556092204,169.01524554090864,6.849999999999984,0.7336130000000001,0.058007,40313.944997377585,544350.945745534,59949.05599546597,184725.03171156044
0.0,0.0,169.0538085005552,169.05380848052747,6.8999999999999835,0.738921,0.058249333333333334,40465.85683424117,547539.4290042483,59949.028526399015,184714.77883421927
0.0,0.0,169.09211409835055,169.09211407830915,6.949999999999983,0.7420532500000001,0.058587,40671.719477105864,549500.2446266939,59949.00105878316,184704.56718165948
0.0,0.0,169.1301691542171,169.13016913416266,6.999999999999983,0.7445170000000001,0.05882733333333333,40822.62183185872,551083.4380017603,59948.973592608556,184694.42478013164
1.2763458093728513e-05,0.0918968982748453,169.16802045552532,169.16802043545678,7.049846308652628,0.749132,0.0591855,41040.20977278425,553883.6418776491,59948.94612786563,184684.34980726588
6.549914392260859e-05,0.28780003969309126,169.20563429831893,169.20563430921635,7.099365124173879,0.751824,0.059425000000000006,41190.742776577565,555596.8872068892,59948.91866454656,184674.32982698112
0.00019582997151208962,0.6505819189511722,169.24306611231614,169.24306625123006,7.148431317554228,0.7565728461538462,0.05974615384615385,41387.5382265071,558474.9307122775,59948.89120264224,184664.37367090723
0.0004501110815004405,1.1802420729649545,169.28031890059924,169.2803193559977,7.196940107583866,0.7613216923076924,0.0600673076923077,41584.42547738352,561354.4792493442,59948.86374214566,184654.46654439223
0.0008647576312351446,1.8052130851249144,169.31729669110294,169.3172977641502,7.245011443536486,0.76374825,0.06041874999999999,41798.5691089589,562919.4844099928,59948.836283049895,184644.60750526207
0.001484231525481016,2.6549989534453595,169.354149311751,169.35415139226117,7.292548818276234,0.7703920000000001,0.060823,42042.71873843626,566875.2677618688,59948.80882534443,184634.8218174469
0.0023567768604609847,3.6273274584104165,169.39082147593817,169.39082506199364,7.339507091942964,0.7736816666666667,0.06098977777777778,42152.326988839784,568931.305594493,59948.781369024364,184625.06969199082
0.0035149855944967977,4.711775426647436,169.42726835744077,169.42727406467029,7.386074815429548,0.7766483333333334,0.061269222222222225,42325.87871691798,570804.7850969594,59948.753914082714,184615.3656030986
0.004993796472089593,5.935662892020691,169.46351708619721,169.4635256098235,7.432224018950085,0.780508,0.06158292307692308,42518.92497060544,573185.5304721419,59948.7264605108,184605.7212861623
0.006830698192537185,7.290029495201968,169.49957187187565,169.49958399248126,7.477924314463561,0.784072,0.06185215384615385,42686.78956221409,575399.2420189523,59948.699008300966,184596.12944524275
0.00906570681138386,8.80203256049408,169.53545053249394,169.53546712229144,7.523145609173225,0.7885270000000001,0.062188692307692306,42892.94967667986,578119.9421067633,59948.6715574457,184586.58884144126
0.011738150609371873,10.439562785019637,169.57112745492947,169.57114948396827,7.567896453916708,0.7919350000000001,0.06247899999999999,43072.92366568151,580246.771962441,59948.644107938155,184577.09463048662
0.014876142925959169,12.153981894408885,169.6065410147123,169.60656954927708,7.612311814158023,0.7937671666666668,0.06276741666666667,43251.88020565536,581478.1057282622,59948.61665977053,184567.65345339844
0.018507143594609615,13.989222919874317,169.64176537158212,169.6418015469815,7.656399726984325,0.7970198333333334,0.06300908333333334,43404.2709401923,583517.0565002009,59948.58921293269,184558.2814956254
0.022668159065360002,15.97008846952848,169.6768180586062,169.67686307763663,7.700045777253843,0.8010856666666667,0.06331116666666667,43591.08391811378,586019.3692225546,59948.56176741729,184548.95905057795
0.027397472187998255,18.08096601346692,169.7116908650684,169.71174602128588,7.74323490097809,0.8046418823529412,0.06357905882352942,43758.50235602561,588232.5588181929,59948.53432321763,184539.68136555253
0.032732478918075555,20.331082443089645,169.74639091899124,169.7464575998947,7.7859780029615315,0.8085016470588235,0.06387317647058824,43940.910661436596,590619.3838443446,59948.506880326706,184530.45048467978
0.03871594853110655,22.74989877073351,169.78093916857384,169.78101885350932,7.828210873057858,0.8133263529411765,0.06424082352941177,44165.284309777744,593556.961522822,59948.47943873777,184521.26439901502
0.04539064349459173,25.307904966359775,169.81531999172998,169.81541426503583,7.869933885182127,0.817186117647059,0.06453494117647059,44347.850276310994,595945.9175389844,59948.451998444856,184512.1174366477
0.052790183142046365,27.96878049531365,169.84948313281907,169.8495936838497,7.911256964373117,0.8198728571428572,0.06483714285714286,44535.093032503355,597666.8143158231,59948.4245594414,184503.0135870358
0.06093809125920027,30.696157948194518,169.8833773578399,169.88350595873914,7.952301347189684,0.8213865714285715,0.06514742857142858,44726.995169955815,598718.5528999651,59948.397121718954,184493.9660093062
0.06986263584466135,33.56056306712522,169.91710263126348,169.91725111252046,7.993010304528184,0.8251845000000001,0.0654595,44919.94360261559,601073.2456344445,59948.369685267135,184484.98814533988
0.07960533312734615,36.58685736820533,169.9507130772958,169.9508833393355,8.033225263911017,0.8297795,0.0657168,45081.68936449746,603883.8706999766,59948.34225007932,184476.05348963954
0.09020140733799525,39.70487694846832,169.98412322218203,169.98431726758548,8.073021884755885,0.8321015,0.065936,45221.74101536932,605397.6341378363,59948.314816150894,184467.1476203014
0.10167632842311222,42.914554864373805,170.01733475509172,170.01755467337708,8.112517221487353,0.8344235000000001,0.0661552,45361.80550376407,606911.3594518036,59948.28738347405,184458.29299361605
0.11406115978839569,46.25623096566716,170.05038400777644,170.05063195171454,8.151644430143245,0.83806225,0.06645324999999999,45546.957096402955,609177.7634928607,59948.25995204104,184449.48906732837
0.12739443308590395,49.74333677639248,170.0832850812304,170.08356328050715,8.190314274538409,0.8421399166666668,0.06677758333333333,45747.20243875656,611695.9130752438,59948.23252184544,184440.72614569077
0.14171654108427842,53.375840811903565,170.11604064426726,170.11635142373922,8.228504716025697,0.8462175833333334,0.06710191666666666,45947.52788867843,614215.067342079,59948.2050928814,184432.00038500846
0.15704922609235833,57.01949124627191,170.14850071203216,170.14884649603144,8.266439204750059,0.8459409999999999,0.06727835714285714,46063.29290673039,614243.2421107788,59948.177665143114,184423.31095194287
0.17341228602209519,60.79454024783328,170.18081179355354,170.18119506094598,8.304141115199242,0.8495649999999999,0.06755978571428571,46239.11317751715,616502.8490827711,59948.150238619186,184414.69735109273
0.19083836009807487,64.67319309922038,170.2129561990652,170.21337947825634,8.341456939216808,0.852283,0.06777085714285715,46374.694261197685,618244.309344586,59948.12281330369,184406.12083170476
0.20936007505798562,68.68315461213717,170.24495626915285,170.24542216954944,8.37838701720788,0.8559070000000001,0.06805228571428572,46550.6056868959,620505.1318484647,59948.09538919006,184397.58596390754
