AOA,Weight,Gravity,Pitch,TAS,IAS,Rho,Lift,Drag,Thrust[0],Thrust[1],Cl,Cd
2.355,64079.38281,9.793584,2.261598,144.196396,258.316589,1.055074,621940.0625,35633.21875,62418.73438,0,0.368982,0.02114
2.35323,64079.34375,9.793584,2.259781,144.225571,258.370209,1.055074,622068.875,35643.08203,62417.68359,63604.92969,0.368909,0.021138
2.351385,64079.30469,9.793584,2.257869,144.256256,258.426727,1.055074,621958,35644.73047,62416.50781,1.8728E+31,0.368686,0.02113
2.349642,64079.26172,9.793584,2.256058,144.285553,258.480621,1.055074,621914.75,35649.83984,62415.52344,1.08465E+21,0.368511,0.021124
2.347806,64079.22266,9.793584,2.254172,144.315948,258.536652,1.055075,622080.4375,35660.19141,62414.28906,0,0.368453,0.021121
2.346062,64079.17969,9.793584,2.252371,144.344971,258.590057,1.055075,622011.5,35664.71484,62413.34375,0,0.368264,0.021115
2.344282,64079.14063,9.793584,2.250529,144.374786,258.644928,1.055075,621971.375,35668.32422,62412.17188,0,0.368088,0.021109
2.342568,64079.09766,9.793584,2.248759,144.403412,258.697571,1.055075,622027.1875,35676.74219,62411.29297,0,0.367975,0.021105
2.340746,64079.0625,9.793584,2.246884,144.433655,258.753296,1.055076,622064.5,35682.62891,62410.04297,-0.43175,0.367843,0.0211
2.338952,64079.01953,9.793584,2.245021,144.463898,258.80899,1.055076,621944.625,35685.04297,62408.84766,0,0.367618,0.021093
2.337129,64078.98047,9.793584,2.243143,144.49437,258.865082,1.055076,622062.6875,35694.52344,62407.90625,62412.17188,0.367533,0.021089
2.33533,64078.9375,9.793584,2.24129,144.524353,258.920258,1.055076,622068.375,35700.93359,62406.75,-5.4049,0.367384,0.021084
2.333505,64078.89453,9.793584,2.239396,144.555161,258.97702,1.055076,621966,35703.27344,62405.58203,0,0.367167,0.021077
2.331769,64078.85156,9.793584,2.237607,144.584305,259.030609,1.055077,622072.5625,35712.99219,62404.69922,0,0.367082,0.021074
2.330002,64078.8125,9.793584,2.235786,144.613831,259.084991,1.055077,622072.9375,35719.20703,62403.625,0,0.366932,0.021069
2.328303,64078.76953,9.793584,2.234031,144.642395,259.137543,1.055077,622045,35723.21875,62402.57031,0,0.36677,0.021063
2.326472,64078.73438,9.793584,2.232135,144.673309,259.194489,1.055077,622016.375,35728.55469,62401.35938,0,0.366597,0.021057
2.324642,64078.69141,9.793584,2.230268,144.703476,259.250122,1.055077,622212,35740.21094,62400.21875,3.999939,0.366559,0.021055
2.322707,64078.65234,9.793584,2.228256,144.73613,259.310303,1.055078,621956.5,35738.46484,62399.16406,1.08465E+21,0.366243,0.021045
2.320926,64078.60547,9.793584,2.226426,144.765808,259.364929,1.055078,622129.5625,35750.00781,62398.10938,0,0.366195,0.021043
2.319161,64078.56641,9.793584,2.224616,144.794952,259.418579,1.055078,622161,35757.70703,62397.13672,0,0.366066,0.021039
2.317341,64078.52734,9.793584,2.222727,144.825424,259.474731,1.055078,621993.0625,35757.82031,62395.96094,7.24432E+22,0.365813,0.02103
2.315518,64078.48438,9.793584,2.220843,144.855957,259.530914,1.055079,622063.9375,35765.73828,62394.78906,0,0.3657,0.021026
2.313692,64078.44141,9.793584,2.218966,144.886169,259.586578,1.055079,622132.75,35774.94531,62393.83203,0,0.365588,0.021023
2.311904,64078.40234,9.793584,2.217122,144.915863,259.641205,1.055079,622084.5625,35778.30859,62392.83984,-7.53775E+36,0.36541,0.021016
2.310154,64078.35938,9.793584,2.215295,144.945465,259.695709,1.055079,621937.5625,35780.89844,62391.73047,0,0.365174,0.021009
2.30814,64078.32422,9.793584,2.213244,144.978394,259.75647,1.05508,622264.5625,35795.14844,62390.39453,0,0.3652,0.021008
2.306318,64078.27734,9.793584,2.211356,145.008591,259.812073,1.05508,622036.5,35796.26953,62389.42969,0,0.364914,0.021
2.304434,64078.23828,9.793584,2.209401,145.04007,259.870056,1.05508,622020.9375,35800.67188,62388.30469,0,0.364747,0.020993
2.302373,64078.19531,9.793584,2.207277,145.074097,259.932861,1.05508,622110.1875,35810.36328,62386.81641,77.845703,0.364628,0.020989
2.300405,64078.14453,9.793584,2.205247,145.106506,259.992645,1.055081,622111.625,35816.74219,62385.92969,0,0.364466,0.020983
2.298694,64076.18359,9.793584,2.203463,145.135223,260.045441,1.055081,621949.5,35819.42188,62385.29688,44.049805,0.364227,0.020977
2.29693,64078.05859,9.793584,2.20164,145.164566,260.099396,1.055081,622092.5625,35829.66016,62384.07813,95.880859,0.364163,0.020974
2.295204,64078.01953,9.793584,2.199857,145.193176,260.152008,1.055081,622101.25,35835.73438,62383.02734,9,0.364024,0.020969
2.29352,64077.98047,9.793584,2.19809,145.221802,260.204651,1.055081,621904.0625,35835.47656,62382.03125,62.422852,0.363766,0.020961
2.291797,64077.94141,9.793584,2.196306,145.250885,260.258148,1.055082,622075.25,35845.875,62380.94922,213.132812,0.36372,0.020959
2.289917,64077.90234,9.793584,2.194359,145.282532,260.316498,1.055082,622080.0625,35852.125,62379.72656,66.673828,0.363564,0.020953
2.287997,64077.86328,9.793584,2.192361,145.315186,260.376678,1.055082,622027.9375,35856.13672,62378.44922,-1.37357E+13,0.36337,0.020946
2.286181,64077.81641,9.793584,2.19047,145.346252,260.433868,1.055082,622017.6875,35863.54297,62377.53516,1.08465E+21,0.363209,0.020941
2.284452,64077.76953,9.793584,2.188692,145.375275,260.487274,1.055083,622193.125,35875.16797,62376.67188,62493.9375,0.363166,0.02094
2.282651,64077.73047,9.793584,2.186806,145.40625,260.544342,1.055083,621952.5625,35873.65625,62375.42578,81253.54688,0.362871,0.02093
2.280815,64077.69141,9.793584,2.184903,145.437637,260.602142,1.055083,622099.0625,35883.76953,62374.26563,72718.14063,0.3628,0.020927
2.278984,64077.64453,9.793584,2.183005,145.468872,260.659668,1.055083,622100.0625,35891.10156,62373.25781,63079.67188,0.362645,0.020922
2.277244,64077.60156,9.793584,2.181201,145.498611,260.714417,1.055084,622094.25,35896.8125,62372.25,62704.84375,0.362493,0.020917
2.275588,64077.55859,9.793584,2.179474,145.527222,260.767029,1.055084,622030.5625,35901.45313,62371.4375,62904.28906,0.362313,0.020911
2.273859,64077.51953,9.793584,2.17769,145.556717,260.821289,1.055084,622165.375,35911.07422,62370.19922,0,0.362245,0.020909
2.272012,64077.48438,9.793584,2.175769,145.588608,260.880035,1.055084,622073.75,35913.65234,62368.95313,35.939453,0.362033,0.020901
2.270275,64077.4375,9.793584,2.173952,145.619019,260.936066,1.055084,622009.5,35918.75,62368.03906,63250.86328,0.361844,0.020895
2.268495,64077.39453,9.793584,2.172119,145.649658,260.992462,1.055085,622205.6875,35930.89453,62367.00781,1.08465E+21,0.361806,0.020893
2.266798,64077.35547,9.793584,2.170354,145.679214,261.046844,1.055085,622085.8125,35933.88672,62366.03125,74409.625,0.361589,0.020887
2.265068,64077.31641,9.793584,2.168554,145.709564,261.102753,1.055085,622092.0625,35939.40625,62364.92578,0,0.361442,0.020881
2.263226,64077.27734,9.793584,2.16665,145.741684,261.161957,1.055085,622172.5625,35948.53125,62363.63672,0,0.36133,0.020877
2.26156,64077.22656,9.793584,2.164932,145.770523,261.215057,1.055086,622213.0625,35956.44141,62362.98047,1.08465E+21,0.36121,0.020874
2.259884,64077.1875,9.793584,2.163183,145.800156,261.269623,1.055086,622055.4375,35957.53906,62361.83203,62621.98438,0.360972,0.020866
2.258133,64077.14844,9.793584,2.16138,145.830688,261.325836,1.055086,622234.8125,35968.72266,62360.75,80970.82813,0.360925,0.020863
2.256456,64077.10547,9.793584,2.15965,145.859879,261.379547,1.055086,622220.5625,35975.19141,62359.80078,0,0.360772,0.020859
2.254795,64077.06641,9.793584,2.157923,145.889221,261.433502,1.055087,622132.5,35977.71875,62358.79688,0,0.360576,0.020852
2.253158,64077.02344,9.793584,2.156226,145.918152,261.486786,1.055087,622160.625,35985.40625,62357.76953,9.06349E+17,0.360449,0.020848
2.251433,64076.98828,9.793584,2.154459,145.948166,261.542023,1.055087,622315.625,35995.38281,62356.77344,0,0.36039,0.020845
2.249648,64076.94531,9.793584,2.152609,145.979645,261.600067,1.055087,622174.5625,35997.01563,62355.42969,81007.48438,0.360153,0.020837
2.247965,64076.90234,9.793584,2.150869,146.009384,261.654785,1.055088,622214.8125,36005.08203,62354.69922,63479.71875,0.36003,0.020833
2.246308,64076.85938,9.793584,2.149171,146.038269,261.707886,1.055088,622321.625,36014.9375,62353.80469,13,0.359949,0.020831
2.244541,64076.82422,9.793584,2.147344,146.069427,261.76532,1.055088,622213.375,36016.59766,62352.48438,205.4375,0.359733,0.020823
2.242835,64076.77734,9.793584,2.145575,146.099823,261.821289,1.055088,622191.5,36022.85156,62351.53125,0,0.35957,0.020818
2.241202,64076.73438,9.793584,2.143907,146.128372,261.873749,1.055089,622377.625,36035.11719,62350.72656,62659.76172,0.359537,0.020817
2.239501,64076.69922,9.793584,2.142152,146.158371,261.929016,1.055089,622253.875,36037.02344,62349.625,0,0.359318,0.020809
2.237816,64076.65625,9.793584,2.140409,146.1884,261.984283,1.055089,622231,36042.17188,62348.5625,1.08465E+21,0.359157,0.020804
2.236138,64076.61328,9.793584,2.13869,146.217926,262.038666,1.055089,622353.375,36052.58984,62347.54688,0.004724,0.359083,0.020801
2.234356,64076.57422,9.793584,2.136859,146.24939,262.096649,1.055089,622315.6875,36057.08203,62346.47656,0,0.358906,0.020795
2.232725,64076.52734,9.793584,2.135177,146.278397,262.150085,1.05509,622278.4375,36062.55469,62345.625,62635.22266,0.358742,0.02079
2.230848,64076.49609,9.793584,2.133253,146.3116,262.211304,1.05509,622355.625,36070.94141,62344.25781,0.004724,0.358624,0.020785
2.22908,64076.44531,9.793584,2.131451,146.342468,262.26825,1.05509,622429.6875,36079.91797,62343.30078,77480.99219,0.358515,0.020782
2.227453,64076.40234,9.793584,2.12977,146.37146,262.321533,1.055091,622266.9375,36081.9375,62342.58203,63783.46094,0.35828,0.020775
2.225678,64076.36328,9.793584,2.127954,146.402771,262.379272,1.055091,622385.9375,36091.33594,62341.31641,0.004724,0.358195,0.020771
2.223925,64076.32031,9.793584,2.126166,146.433441,262.435791,1.055091,622432.9375,36099.39844,62340.27344,62345.625,0.358072,0.020767
2.222262,64076.27734,9.793584,2.124448,146.463104,262.490387,1.055091,622280.75,36101.37109,62339.44531,0,0.357839,0.02076
2.220495,64076.23828,9.793584,2.122644,146.494278,262.54776,1.055092,622428.125,36111.56641,62338.29297,0,0.357771,0.020757
2.218883,64076.19141,9.793584,2.120999,146.522568,262.599792,1.055092,622436.6875,36119.42578,62337.47266,62339.44531,0.357638,0.020753
2.217171,64074.24219,9.793584,2.119242,146.552872,262.65564,1.055092,622359.5,36121.89063,62336.31641,76.5,0.357446,0.020746
2.215534,64076.11328,9.793584,2.117564,146.58194,262.709137,1.055092,622380.25,36129.55078,62335.4375,0,0.357316,0.020742
2.213846,64076.07422,9.793584,2.115848,146.611496,262.763519,1.055092,622501.625,36139.08594,62334.38281,177.386719,0.357241,0.02074
2.212233,64076.03125,9.793584,2.114194,146.64003,262.81601,1.055093,622388.75,36141.88281,62333.59375,0,0.357038,0.020733
2.210418,64075.99609,9.793584,2.112332,146.672318,262.87561,1.055093,622389.3125,36147.19141,62332.26563,0,0.356881,0.020727
2.208721,64075.94922,9.793584,2.110609,146.702103,262.93042,1.055093,622521.1875,36158.62109,62331.38672,0,0.356811,0.020725
2.207073,64075.90625,9.793584,2.108917,146.7314,262.984314,1.055093,622386.6875,36161.07031,62330.52734,0,0.356592,0.020718
2.205451,64075.86328,9.793584,2.10726,146.760162,263.037292,1.055094,622457.875,36168.6875,62329.56641,62960.96875,0.356493,0.020714
2.203693,64075.82813,9.793584,2.105475,146.790955,263.094055,1.055094,622531.1875,36177.69141,62328.3125,79520.85156,0.356385,0.020711
2.201993,64075.78516,9.793585,2.103745,146.820709,263.148804,1.055094,622508.1875,36182.72266,62327.54688,0,0.356227,0.020705
2.200312,64075.74609,9.793585,2.102015,146.850739,263.204071,1.055094,622365.625,36184.95313,62326.51172,-2.35836E+29,0.356,0.020698
2.198498,64075.70703,9.793585,2.100171,146.88266,263.262909,1.055095,622533.5,36196.27734,62325.31641,0,0.355941,0.020696
2.196659,64075.66016,9.793585,2.098299,146.914948,263.322479,1.055095,622506.6875,36202.19922,62324.25781,0,0.355769,0.02069
2.195006,64075.61328,9.793585,2.096601,146.944443,263.37677,1.055095,622402.875,36206.28906,62323.54688,0,0.355567,0.020684
2.193365,64075.57422,9.793585,2.094933,146.973358,263.429993,1.055095,622548.4375,36217.24609,62322.66797,0.004724,0.35551,0.020682
2.191691,64075.53516,9.793585,2.093231,147.002777,263.484131,1.055096,622537.0625,36222.99219,62321.51953,0,0.355361,0.020677
2.189989,64075.49609,9.793585,2.091481,147.033264,263.540344,1.055096,622404.4375,36224.52344,62320.51563,0,0.355138,0.020669
2.188323,64075.44922,9.793585,2.089781,147.063034,263.595093,1.055096,622500.8125,36234.66406,62319.57031,1.08465E+21,0.355049,0.020667
2.186515,64075.41016,9.793585,2.087954,147.094757,263.653564,1.055097,622626.0625,36244.08594,62318.38281,0.000001,0.354968,0.020663
2.184816,64075.36719,9.793585,2.086212,147.125137,263.709534,1.055097,622450,36245.80859,62317.46484,0,0.354721,0.020656
2.183188,64075.32422,9.793585,2.084549,147.154266,263.763153,1.055097,622502.375,36254.36719,62316.73438,0.004724,0.35461,0.020652
2.181346,64075.28906,9.793585,2.082688,147.186615,263.822845,1.055097,622639.8125,36264.06641,62315.31641,62316.73438,0.354532,0.020649
2.17961,64075.24219,9.793585,2.080909,147.217667,263.880035,1.055097,622462.4375,36265.92188,62314.49609,0,0.354282,0.020641
2.177855,64075.19922,9.793585,2.07912,147.249084,263.937866,1.055098,622541,36274.71094,62313.42969,0,0.354175,0.020637
2.176091,64075.15625,9.793585,2.077335,147.280167,263.995117,1.055098,622634.0625,36285.01563,62312.47266,0,0.354078,0.020634
2.174374,64075.11328,9.793585,2.075586,147.310638,264.05127,1.055098,622557.3125,36288.64844,62311.55469,0,0.353888,0.020628
2.172724,64075.07031,9.793585,2.073894,147.340332,264.105896,1.055098,622470.3125,36293.54297,62310.65625,0,0.353696,0.020622
2.171009,64075.03125,9.793585,2.072168,147.370392,264.161285,1.055099,622713.3125,36306.44922,62309.58984,0,0.35369,0.020621
2.169264,64074.98828,9.793585,2.07039,147.401306,264.218201,1.055099,622556.25,36308.74219,62308.53516,79289.58594,0.353452,0.020614
2.167613,64074.94531,9.793585,2.068708,147.430618,264.272156,1.055099,622565.3125,36315.22656,62307.71875,0,0.353317,0.02061
2.165797,64074.91016,9.793585,2.066866,147.462601,264.331116,1.055099,622617.625,36323.35938,62306.38281,12.658447,0.353193,0.020605
2.164177,64074.85938,9.793585,2.065224,147.490952,264.383301,1.055099,622634.6875,36330.91406,62305.84375,-7.53329E+36,0.353067,0.020602
2.162462,64074.82422,9.793585,2.063469,147.521469,264.439484,1.0551,622512.0625,36333.02734,62304.73047,0,0.352851,0.020594
2.160836,64074.77734,9.793585,2.061821,147.550049,264.492004,1.0551,622645.9375,36344.10938,62303.86719,285.695312,0.35279,0.020593
2.159129,64074.73828,9.793585,2.060089,147.579956,264.547058,1.0551,622633.5,36349.36328,62302.875,79366.53125,0.35264,0.020587
2.157521,64074.69922,9.793585,2.058435,147.608749,264.600006,1.0551,622462.25,36351.12109,62302.02734,0,0.352406,0.02058
2.15584,64074.66016,9.793585,2.056732,147.638428,264.654633,1.055101,622656,36362.53125,62300.99219,62503.38281,0.352374,0.020578
2.154149,64074.62109,9.793585,2.055012,147.668274,264.709656,1.055101,622602.5,36368.18359,62299.9375,62676.96094,0.352201,0.020573
2.152438,64074.57813,9.793585,2.053274,147.698486,264.765259,1.055101,622625.375,36374.16016,62299.0625,9,0.35207,0.020568
2.150777,64074.53516,9.793585,2.051575,147.728027,264.819641,1.055101,622549.8125,36379.72656,62298.08984,0,0.351886,0.020563
2.149097,64074.49609,9.793585,2.049887,147.757126,264.873199,1.055102,622774.4375,36391.84766,62297.35938,0,0.351874,0.020562
2.14744,64074.45703,9.793585,2.048186,147.786514,264.927368,1.055102,622501.6875,36390.65625,62296.28906,0,0.35158,0.020553
2.145777,64074.41406,9.793585,2.046494,147.815872,264.981384,1.055102,622619.5625,36399.96094,62295.32422,0,0.351507,0.02055
2.144129,64074.37109,9.793585,2.044826,147.844559,265.03418,1.055102,622688.75,36409.26172,62294.55078,0,0.35141,0.020547
2.142413,64074.33594,9.793585,2.043068,147.874908,265.090088,1.055103,622538.9375,36410.16797,62293.39063,660.34375,0.351181,0.020539
2.140773,64074.29297,9.793585,2.041387,147.904114,265.143921,1.055103,622540.1875,36416.875,62292.67969,0,0.351043,0.020535
2.139154,64074.25,9.793585,2.039737,147.932831,265.196777,1.055103,622606.5625,36425.92969,62291.73828,0.999344,0.350944,0.020532
2.137455,64072.30078,9.793585,2.038008,147.962921,265.252228,1.055103,622625.5,36431.92188,62290.74609,0,0.350812,0.020527
2.135764,64074.17188,9.793585,2.03627,147.993378,265.308319,1.055104,622510.75,36435.55859,62289.71094,0,0.350603,0.020521
2.13415,64074.12891,9.793585,2.034636,148.021927,265.36084,1.055104,622706.125,36447.97656,62288.96094,0,0.350577,0.02052
