AOA,Cl,Cd
6.235851,0.694321,0.038942
6.226102,0.693565,0.038893
6.215226,0.692667,0.038821
6.205007,0.691781,0.038761
6.195136,0.69098,0.038704
6.185221,0.690146,0.038642
6.174299,0.689234,0.03857
6.164135,0.688407,0.038514
6.154587,0.687527,0.038454
6.145109,0.686695,0.038394
6.135048,0.686001,0.038338
6.125597,0.685128,0.038279
6.116284,0.684349,0.038222
6.106389,0.683577,0.038163
6.097234,0.682824,0.038111
6.087347,0.681883,0.03804
6.077951,0.681143,0.037989
6.068779,0.680364,0.037933
6.059471,0.679529,0.037872
6.050649,0.678873,0.037826
6.041446,0.678096,0.037768
6.031051,0.677191,0.037696
6.021528,0.676344,0.037642
6.012087,0.675597,0.037588
6.003106,0.674757,0.037531
5.994015,0.674118,0.037483
5.984189,0.673259,0.037419
5.975723,0.67249,0.037371
5.966972,0.671825,0.037321
5.958742,0.671175,0.037276
5.949913,0.670355,0.037214
5.941165,0.6696,0.037161
5.932873,0.669017,0.03712
5.924258,0.668188,0.03706
5.916096,0.667529,0.037014
5.907654,0.666867,0.036965
5.898443,0.666066,0.036904
5.890385,0.665282,0.036856
5.882263,0.664635,0.036808
5.874508,0.664047,0.036767
5.866271,0.663287,0.03671
5.858563,0.662638,0.036666
5.850814,0.662063,0.036624
5.842882,0.66138,0.036574
5.834957,0.660672,0.036524
5.827409,0.660084,0.036483
5.819439,0.659444,0.036435
5.812009,0.658771,0.03639
5.803952,0.658082,0.036338
5.796452,0.657461,0.036297
5.789019,0.656802,0.03625
5.781567,0.656226,0.036208
5.774477,0.655659,0.03617
5.767136,0.655019,0.036122
5.759987,0.654419,0.036081
5.752848,0.653886,0.036042
5.745743,0.653257,0.035998
5.738309,0.652635,0.035952
5.730855,0.652033,0.03591
5.723097,0.651304,0.035859
5.715282,0.650698,0.035816
5.708187,0.65007,0.035777
5.701202,0.649534,0.035738
5.694023,0.648936,0.035696
5.687036,0.648374,0.035656
5.680119,0.647739,0.035613
5.673349,0.647306,0.035581
5.666641,0.6467,0.035539
5.660055,0.646091,0.035498
5.653346,0.645588,0.035461
5.646964,0.645014,0.035423
5.640445,0.644503,0.035384
5.634095,0.643911,0.035345
5.627654,0.643412,0.035308
5.621154,0.642781,0.035265
5.614805,0.642243,0.035228
5.608549,0.641731,0.035192
5.602258,0.641162,0.035152
5.595953,0.640632,0.035114
5.589425,0.640062,0.035075
5.583055,0.639528,0.035038
5.57654,0.638907,0.034995
5.5704,0.638447,0.034964
5.564432,0.637889,0.034927
5.558394,0.637433,0.034894
5.552604,0.636901,0.034859
5.546449,0.63638,0.03482
5.540371,0.63582,0.034782
5.534048,0.635232,0.034741
5.527966,0.634703,0.034706
5.522214,0.63419,0.034673
5.516363,0.633777,0.034642
5.510011,0.633164,0.034599
5.504107,0.63267,0.034567
5.497883,0.63204,0.034524
5.49206,0.631612,0.034495
5.486341,0.631067,0.034459
5.480919,0.630626,0.034429
5.47519,0.630103,0.034392
5.469658,0.629623,0.03436
5.463586,0.62904,0.034318
5.458078,0.628541,0.034287
5.452813,0.628101,0.034258
5.447442,0.627574,0.034222
5.442215,0.627173,0.034193
5.436693,0.626638,0.034156
5.431561,0.626171,0.034126
5.426407,0.625698,0.034094
5.421113,0.625237,0.034061
5.41627,0.624803,0.034033
5.411398,0.624379,0.034004
5.406654,0.623928,0.033973
5.401885,0.623553,0.033952
5.396673,0.623048,0.033917
5.391824,0.62262,0.033889
5.387139,0.622196,0.03386
5.382648,0.621858,0.033837
5.37814,0.621438,0.033808
5.373802,0.621091,0.033784
5.369077,0.620683,0.033754
5.364746,0.620238,0.033726
5.36041,0.619955,0.033704
5.356306,0.619545,0.033678
5.352059,0.619251,0.033655
5.348074,0.618825,0.033629
5.344106,0.618535,0.033607
5.340067,0.618169,0.033582
5.336254,0.617829,0.033559
5.332509,0.617503,0.033536
5.328722,0.617113,0.03351
5.324759,0.616843,0.033488
5.321113,0.61647,0.033465
5.317527,0.616185,0.033444
5.313954,0.615833,0.033421
5.310066,0.615586,0.033401
5.305825,0.615129,0.03337
5.30191,0.614835,0.03335
5.298559,0.614527,0.033332
5.294967,0.614318,0.033315
5.291411,0.613983,0.033293
5.287857,0.61365,0.03327
5.284483,0.61339,0.033252
5.281206,0.61309,0.033232
5.278018,0.612837,0.033214
5.274639,0.612525,0.033192
5.271588,0.612248,0.033175
5.268253,0.611962,0.033153
5.265265,0.6117,0.033137
5.262128,0.611459,0.033118
5.25919,0.611175,0.0331
5.256321,0.610898,0.033081
5.253467,0.610716,0.033067
5.250636,0.610408,0.033047
5.247576,0.610198,0.03303
5.244768,0.609871,0.03301
5.242008,0.609703,0.032996
5.239376,0.609474,0.032981
5.236559,0.60925,0.032964
5.233966,0.608983,0.032947
5.231306,0.608787,0.032932
5.228639,0.608558,0.032916
5.226091,0.608335,0.032901
5.223395,0.608127,0.032885
5.220717,0.607877,0.032868
5.218109,0.607711,0.032855
5.215643,0.607492,0.032841
5.212961,0.607309,0.032826
5.210413,0.607083,0.032811
5.208044,0.606894,0.032798
5.20573,0.606676,0.032783
5.203425,0.60659,0.032775
5.200959,0.606302,0.032756
5.198491,0.606156,0.032743
5.196252,0.605892,0.032728
5.193694,0.605764,0.032715
5.191233,0.60553,0.0327
5.18893,0.605335,0.032687
5.18658,0.605136,0.032673
5.184375,0.60498,0.032662
5.181619,0.604721,0.032642
5.179222,0.604581,0.032632
5.177119,0.604374,0.03262
5.174983,0.604176,0.032605
5.172817,0.604009,0.032593
5.170567,0.603834,0.03258
5.168272,0.603651,0.032567
5.166137,0.603454,0.032554
5.164035,0.603263,0.032541
5.161865,0.603112,0.032529
5.159502,0.602925,0.032515
5.157337,0.602737,0.032503
5.154861,0.602546,0.032488
5.152611,0.602422,0.032479
5.150435,0.602212,0.032465
5.148267,0.601988,0.03245
5.146034,0.601853,0.032439
5.143871,0.601681,0.032428
5.141679,0.601533,0.032416
5.139546,0.601256,0.0324
5.137426,0.601235,0.032395
5.135307,0.600992,0.032379
5.133198,0.600799,0.032366
5.130958,0.600564,0.03235
5.128567,0.600431,0.032339
5.126343,0.600263,0.032328
5.123919,0.6,0.032311
5.121745,0.599864,0.032302
5.119643,0.599668,0.032289
5.11741,0.599516,0.032277
5.115277,0.59931,0.032265
5.112875,0.599172,0.032253
5.110699,0.598954,0.03224
5.108472,0.598747,0.032226
5.106282,0.598567,0.032214
5.104074,0.598412,0.032203
5.101817,0.598217,0.03219
5.09927,0.597981,0.032174
5.096697,0.597809,0.032163
5.094443,0.597659,0.032154
5.092112,0.597383,0.032137
5.089872,0.597194,0.032125
5.087617,0.596999,0.032112
5.085292,0.596839,0.032101
5.083005,0.596639,0.032088
5.080676,0.59643,0.032075
5.078362,0.596307,0.032066
5.076026,0.596048,0.032051
5.07365,0.595898,0.03204
5.071395,0.595627,0.032025
5.068981,0.595449,0.032011
5.066404,0.595238,0.031998
5.064047,0.59519,0.031994
5.061686,0.594941,0.031979
5.059251,0.59468,0.031963
5.056902,0.594428,0.031948
5.05463,0.59416,0.031933
5.052215,0.593963,0.031919
5.049964,0.593689,0.031904
5.047572,0.593633,0.031897
5.045218,0.593482,0.031888
5.04286,0.59343,0.031883
5.040358,0.593224,0.03187
5.037817,0.593012,0.031856
5.035459,0.592739,0.031841
5.033042,0.592436,0.031823
5.030391,0.592128,0.031803
5.027972,0.591872,0.031789
5.025726,0.591653,0.031777
5.023502,0.591504,0.031767
5.021159,0.591363,0.031757
5.01894,0.59129,0.031752
5.016694,0.591143,0.031742
5.014363,0.590883,0.031726
5.012184,0.590623,0.031711
5.009945,0.590436,0.031698
5.007602,0.590281,0.031688
5.00548,0.59016,0.031681
5.003397,0.58998,0.031669
5.001332,0.589716,0.031654
4.999077,0.589589,0.031644
4.996762,0.58945,0.031635
4.994597,0.589322,0.031626
4.992374,0.589026,0.031609
4.990251,0.58886,0.031599
4.988123,0.588756,0.031591
4.986001,0.588578,0.03158
4.983974,0.588348,0.031567
4.981905,0.588203,0.031557
4.979865,0.588118,0.03155
4.977826,0.587911,0.031538
4.975735,0.587711,0.031525
4.9737,0.587577,0.031517
4.971625,0.587499,0.03151
4.969553,0.587236,0.031495
4.967438,0.587098,0.031485
4.965377,0.586959,0.031477
4.963166,0.586805,0.031465
4.960936,0.586532,0.03145
4.958752,0.586453,0.031444
4.956607,0.586273,0.031433
4.954456,0.586021,0.031418
4.952332,0.585896,0.03141
4.950304,0.585765,0.031402
4.947989,0.585543,0.031386
4.945762,0.585337,0.031375
4.943653,0.585313,0.031372
4.941352,0.584999,0.031353
4.939229,0.584849,0.031344
4.937082,0.584709,0.031335
4.934916,0.584546,0.031325
4.932509,0.584258,0.031307
4.930283,0.584206,0.031303
4.927852,0.583943,0.031287
4.925498,0.583734,0.031275
4.923207,0.583585,0.031266
4.920891,0.583414,0.031255
4.918561,0.583146,0.03124
4.916216,0.583018,0.031231
4.913681,0.58283,0.031219
4.911234,0.582557,0.031204
4.908763,0.582408,0.031194
4.906364,0.582238,0.031184
4.904033,0.581968,0.031169
4.901604,0.581828,0.031159
4.899095,0.581653,0.031148
4.896733,0.581409,0.031135
4.894347,0.581212,0.031123
4.891611,0.581057,0.031111
4.889114,0.580803,0.031098
4.886762,0.580601,0.031087
4.884343,0.580436,0.031076
4.881938,0.580234,0.031064
4.87951,0.58004,0.031052
4.876979,0.579832,0.03104
4.874112,0.579618,0.031025
4.871485,0.579405,0.031014
4.868864,0.579161,0.031
4.866293,0.578966,0.030989
4.863562,0.578756,0.030976
4.861027,0.578537,0.030964
4.858316,0.578309,0.03095
4.855382,0.578109,0.030936
4.852719,0.577864,0.030924
4.850038,0.577656,0.030912
4.847281,0.577398,0.030897
4.844503,0.577227,0.030886
4.841591,0.576957,0.03087
4.838919,0.576742,0.030859
4.836181,0.576506,0.030845
4.833377,0.576303,0.030832
4.830582,0.576066,0.030819
4.827772,0.575828,0.030805
4.824769,0.575568,0.030789
4.82173,0.575362,0.030777
4.818865,0.575075,0.030762
4.816051,0.574833,0.030748
4.813185,0.574635,0.030736
4.810208,0.574373,0.030721
4.807296,0.574089,0.030705
4.804403,0.573932,0.030695
4.801325,0.573629,0.030678
4.797809,0.573335,0.030659
4.794755,0.573105,0.030648
4.791756,0.572836,0.030633
4.788789,0.572507,0.030615
4.785421,0.572341,0.030603
4.782349,0.572046,0.030588
4.779277,0.571722,0.03057
4.776173,0.571526,0.030558
4.773068,0.571282,0.030544
4.769957,0.570928,0.030525
4.766826,0.570723,0.030512
4.763566,0.570484,0.030498
4.760212,0.570113,0.030477
4.757018,0.569899,0.030466
4.753935,0.569671,0.030453
4.750522,0.569304,0.030431
4.747416,0.569072,0.030419
4.744226,0.568868,0.030407
4.740941,0.568495,0.030386
4.737413,0.568241,0.03037
4.734243,0.568031,0.03036
4.730703,0.567631,0.030336
4.727479,0.567379,0.030324
4.72383,0.567164,0.030309
4.720092,0.566745,0.030286
4.716692,0.566496,0.030274
4.713197,0.566225,0.03026
4.709903,0.565891,0.030242
4.706531,0.565641,0.030228
4.703173,0.565372,0.030213
4.699899,0.565102,0.030198
4.696399,0.564752,0.030178
4.693055,0.564606,0.030169
4.689531,0.564194,0.030147
4.686204,0.563985,0.030136
4.68269,0.563687,0.030119
4.679344,0.563359,0.030102
4.676019,0.563087,0.030086
4.672258,0.562799,0.030069
4.668845,0.56252,0.030055
4.665493,0.562158,0.030036
4.661847,0.561966,0.030023
4.658247,0.561603,0.030004
4.65471,0.56131,0.029988
4.651232,0.56101,0.029973
4.647729,0.560776,0.029959
4.644323,0.560403,0.02994
4.640913,0.560172,0.029926
4.637545,0.559876,0.029911
4.633942,0.55956,0.029892
4.630191,0.559262,0.029876
4.626634,0.558969,0.029861
4.623165,0.55865,0.029844
4.619685,0.558366,0.029829
4.616319,0.558108,0.029815
4.612994,0.557782,0.029798
4.609766,0.557571,0.029786
4.606265,0.557256,0.029768
4.602661,0.556956,0.029751
4.598972,0.556642,0.029734
4.595499,0.556405,0.029722
4.592043,0.55604,0.029703
4.588531,0.55578,0.029688
4.584897,0.555491,0.029672
4.58134,0.555166,0.029655
4.577374,0.554848,0.029636
4.57374,0.554599,0.029624
4.57026,0.554201,0.029604
4.56657,0.553948,0.029589
4.562994,0.553662,0.029574
4.559281,0.553324,0.029555
4.555719,0.553051,0.029541
4.552143,0.552735,0.029524
4.548669,0.552465,0.02951
4.545234,0.552133,0.029493
4.541853,0.551936,0.029481
4.538244,0.551541,0.02946
4.534781,0.551359,0.02945
4.531292,0.55101,0.029431
4.527678,0.550686,0.029413
4.524145,0.550439,0.0294
4.520509,0.550086,0.029381
4.516973,0.549814,0.029366
4.513418,0.549484,0.029349
4.509927,0.549272,0.029337
4.50625,0.548879,0.029316
4.502627,0.548671,0.029304
4.498765,0.548272,0.029282
4.495047,0.547995,0.029268
4.491108,0.547622,0.029248
4.487616,0.547364,0.029235
4.483965,0.547035,0.029217
4.480484,0.546712,0.029201
4.47696,0.546476,0.029187
4.473166,0.54614,0.029168
4.469484,0.545842,0.029152
4.46599,0.545497,0.029135
4.462291,0.545237,0.02912
4.458735,0.544926,0.029104
4.454943,0.544608,0.029085
4.451249,0.54428,0.029068
4.447561,0.543995,0.029053
4.443959,0.543679,0.029036
4.440064,0.543346,0.029017
4.436032,0.543065,0.029001
4.431861,0.542654,0.028979
4.42839,0.542389,0.028968
4.424645,0.542065,0.02895
4.421037,0.541791,0.028935
4.417175,0.541437,0.028915
4.413371,0.541139,0.028899
4.409698,0.54082,0.028883
4.405722,0.540485,0.028863
4.4013,0.540153,0.028843
4.397589,0.539835,0.02883
4.393937,0.539486,0.028812
4.39039,0.539219,0.028797
4.386367,0.538908,0.028778
4.382725,0.538594,0.028763
4.378888,0.538287,0.028745
4.375243,0.537934,0.028728
4.371491,0.537746,0.028716
4.367925,0.537329,0.028696
4.36392,0.537094,0.028679
4.360259,0.536768,0.028664
4.356303,0.536393,0.028642
4.352657,0.536084,0.028628
4.348933,0.535829,0.028613
4.345321,0.535487,0.028595
4.34122,0.535121,0.028573
4.33766,0.534917,0.028564
4.333991,0.534528,0.028543
4.330449,0.534228,0.028527
4.326587,0.533973,0.028511
4.322909,0.53364,0.028494
4.319289,0.53328,0.028475
4.315594,0.533057,0.028462
4.311991,0.53273,0.028445
4.308372,0.532426,0.028428
4.304703,0.532104,0.028411
4.301119,0.53193,0.0284
4.297014,0.531415,0.028372
4.293381,0.531209,0.028362
4.289644,0.530916,0.028346
4.286006,0.530506,0.028325
4.282196,0.530281,0.028311
4.278362,0.529951,0.028293
4.274715,0.529618,0.028276
4.271064,0.529278,0.028258
4.266954,0.529056,0.028243
4.263301,0.528639,0.028224
4.259633,0.528319,0.028206
4.255401,0.528034,0.028188
4.251384,0.527714,0.028172
4.247643,0.527283,0.028151
4.243938,0.52707,0.028139
4.240273,0.526755,0.028122
4.236558,0.526385,0.028102
4.232895,0.526117,0.028088
4.229097,0.52582,0.028071
4.225321,0.525482,0.028053
4.221716,0.525139,0.028036
4.217931,0.524964,0.028024
4.213937,0.524474,0.027999
4.209895,0.524253,0.027985
4.205912,0.523877,0.027967
4.202055,0.523564,0.027949
4.198284,0.52318,0.02793
4.194286,0.52298,0.027917
4.189959,0.522472,0.02789
4.185925,0.522253,0.027878
4.182065,0.521876,0.02786
4.178307,0.521476,0.02784
4.174484,0.521228,0.027826
4.170125,0.520883,0.027805
4.166269,0.520467,0.027786
4.162257,0.520181,0.02777
4.158619,0.519918,0.027757
4.154562,0.519463,0.027732
4.150198,0.519204,0.027717
4.146239,0.518873,0.027701
4.142399,0.518458,0.027681
4.138408,0.518182,0.027665
4.134294,0.517884,0.027649
4.130591,0.517454,0.027629
4.126806,0.517217,0.027615
4.122787,0.516914,0.027598
4.118629,0.516498,0.027576
4.114571,0.516195,0.027561
4.110954,0.51591,0.027548
4.107373,0.515509,0.027527
4.103757,0.51524,0.027513
4.100189,0.515024,0.027501
4.096581,0.514676,0.027482
4.092997,0.5143,0.027463
4.089236,0.514113,0.027452
4.085588,0.513789,0.027436
4.081748,0.513394,0.027414
4.077946,0.513102,0.0274
4.074158,0.512876,0.027387
4.070281,0.512419,0.027364
4.06639,0.512174,0.02735
4.062657,0.511866,0.027336
4.058747,0.51151,0.027316
4.054467,0.511134,0.027296
4.050821,0.510907,0.027287
4.046671,0.510424,0.027261
4.043123,0.510176,0.02725
4.03946,0.509918,0.027236
4.035633,0.509505,0.027214
4.031837,0.509227,0.0272
4.028026,0.508934,0.027185
4.024333,0.508572,0.027167
4.020755,0.50827,0.027152
4.0172,0.508044,0.02714
4.013724,0.507658,0.027121
4.010223,0.507352,0.027105
4.006716,0.507154,0.027093
4.003137,0.506822,0.027076
3.99946,0.506485,0.027058
3.99597,0.506226,0.027046
3.992186,0.505964,0.027031
3.988713,0.505525,0.027011
3.98476,0.505298,0.026996
3.981227,0.505009,0.026984
3.977385,0.504645,0.026963
3.973891,0.504308,0.026949
3.970214,0.504114,0.026937
3.966711,0.503733,0.026919
3.963063,0.503449,0.026903
3.959638,0.503193,0.026891
3.955782,0.502796,0.02687
3.952338,0.502529,0.026858
3.948718,0.502257,0.026843
3.945416,0.501937,0.026828
3.942023,0.5016,0.026811
3.938308,0.501412,0.026799
3.934859,0.501065,0.026783
3.931055,0.500742,0.026765
3.927267,0.50046,0.026751
3.923911,0.500162,0.026738
3.920175,0.499745,0.026716
3.916779,0.499549,0.026707
3.913314,0.499286,0.026693
3.909973,0.498911,0.026676
3.906391,0.498679,0.026662
3.902268,0.498371,0.026645
3.898274,0.49793,0.026624
3.894721,0.497665,0.026613
3.891335,0.497442,0.026602
3.887985,0.497052,0.026583
3.884438,0.496832,0.02657
3.881166,0.496559,0.026559
3.877811,0.496294,0.026544
3.874344,0.495889,0.026524
3.87107,0.495763,0.026517
3.867704,0.495443,0.026501
3.864361,0.495085,0.026484
3.861199,0.494868,0.026473
3.857886,0.494613,0.02646
3.854354,0.494256,0.026441
3.850958,0.493978,0.026428
3.847663,0.493764,0.026417
3.84441,0.493392,0.0264
3.840535,0.493141,0.026384
3.836663,0.49285,0.02637
3.833137,0.492434,0.026352
3.829647,0.492184,0.026339
3.826204,0.491944,0.026327
3.823032,0.491607,0.026312
3.819815,0.491319,0.026298
3.816538,0.491162,0.026288
3.81333,0.4908,0.026272
3.810283,0.490547,0.026259
3.807125,0.490322,0.026248
3.80404,0.490116,0.026237
3.801066,0.48974,0.026219
3.797077,0.489518,0.026203
3.793983,0.489247,0.026194
3.790766,0.488903,0.026177
3.787544,0.488619,0.026163
3.784316,0.488453,0.026154
3.781239,0.488118,0.026138
3.778146,0.487795,0.026123
3.774937,0.487622,0.026113
3.771933,0.487367,0.026101
3.768802,0.48707,0.026086
3.765524,0.486811,0.026073
3.762101,0.486609,0.026061
3.759011,0.486202,0.026044
3.755884,0.486002,0.026033
3.752724,0.485788,0.026023
3.749652,0.485481,0.026008
3.746609,0.485149,0.025993
3.743375,0.485003,0.025984
3.740131,0.48469,0.025969
3.737017,0.484414,0.025956
3.733934,0.484164,0.025944
3.730668,0.483927,0.025931
3.727658,0.483578,0.025916
3.724753,0.483395,0.025907
3.72169,0.483137,0.025894
3.718843,0.482853,0.025881
3.715535,0.482644,0.025868
3.712354,0.482354,0.025855
3.709071,0.482033,0.025839
3.706088,0.48182,0.02583
3.703117,0.481605,0.025819
3.700145,0.481266,0.025804
3.697124,0.481097,0.025794
3.693882,0.48083,0.025781
3.690774,0.480543,0.025767
3.688019,0.480269,0.025756
3.685059,0.480133,0.025748
3.68208,0.479775,0.025731
3.678968,0.479542,0.025719
3.676168,0.479364,0.025712
3.673404,0.47908,0.025698
3.670696,0.478802,0.025685
3.667966,0.47862,0.025676
3.665205,0.478443,0.025666
3.66248,0.478112,0.025652
3.659329,0.477933,0.02564
3.656484,0.477701,0.025631
3.653596,0.477407,0.025616
3.650801,0.477152,0.025605
3.648011,0.476997,0.025597
3.645193,0.476717,0.025583
3.642103,0.476398,0.025567
3.639359,0.476273,0.025562
3.63663,0.475987,0.025549
3.633771,0.475768,0.025537
3.630792,0.47553,0.025526
3.627905,0.475332,0.025516
3.624987,0.47495,0.025499
3.622277,0.474838,0.025494
3.619487,0.474596,0.025482
3.616636,0.474307,0.025468
3.613935,0.474083,0.025458
3.611239,0.473934,0.02545
3.608405,0.473584,0.025434
3.605741,0.473371,0.025424
3.602973,0.473228,0.025416
3.60026,0.472934,0.025403
3.597366,0.472713,0.025391
3.594637,0.472499,0.025382
3.591963,0.472286,0.025372
3.589325,0.471969,0.025358
3.586583,0.471897,0.025353
3.583796,0.471562,0.025338
3.581031,0.471368,0.025328
3.57815,0.47114,0.025317
3.575506,0.470886,0.025306
3.572882,0.470617,0.025293
3.570199,0.470439,0.025285
3.567261,0.470219,0.025273
3.564579,0.469918,0.025261
3.561868,0.469763,0.025252
3.559241,0.469532,0.025242
3.556631,0.469334,0.025232
3.553934,0.469054,0.025219
3.551298,0.468903,0.025212
3.548745,0.468624,0.0252
3.546063,0.468402,0.025188
3.543424,0.468226,0.02518
3.540924,0.467975,0.025169
3.538019,0.467727,0.025156
3.535258,0.46754,0.025147
3.532676,0.467293,0.025137
3.53018,0.467049,0.025126
3.527578,0.466922,0.025119
3.524965,0.466672,0.025107
3.522459,0.466417,0.025096
3.519966,0.466264,0.025088
3.517454,0.466056,0.025078
3.515043,0.465804,0.025067
3.512391,0.465616,0.025057
3.509648,0.465412,0.025047
3.507181,0.465156,0.025037
3.504576,0.46498,0.025027
3.502103,0.464772,0.025018
3.499564,0.464865,0.025043
3.496967,0.464691,0.025034
3.494386,0.464493,0.025024
3.491655,0.464233,0.025011
3.489133,0.464014,0.025001
3.486598,0.463843,0.024992
3.483985,0.46358,0.024979
3.481471,0.463354,0.024969
3.478645,0.463184,0.024959
3.475928,0.462898,0.024946
3.473225,0.462703,0.024936
3.470661,0.46248,0.024931
3.468151,0.46228,0.024921
3.465367,0.461992,0.024906
3.46275,0.461887,0.024901
3.46032,0.461594,0.024889
3.45769,0.461372,0.024876
3.455141,0.461178,0.024868
3.45264,0.460998,0.024859
3.450258,0.460742,0.024847
3.447834,0.460536,0.024838
3.445109,0.460377,0.024828
3.442634,0.460088,0.024816
3.440238,0.459955,0.024809
3.43776,0.459725,0.024798
3.435352,0.459505,0.024788
3.43296,0.45929,0.024778
3.4305,0.459123,0.024769
3.427889,0.458866,0.024757
3.425425,0.458655,0.024747
3.422938,0.458517,0.02474
3.420403,0.458242,0.024728
3.417854,0.458041,0.024718
3.415339,0.457854,0.024709
3.412862,0.457654,0.024699
3.410341,0.457382,0.024687
3.407679,0.457254,0.02468
3.405112,0.456951,0.024667
3.402463,0.456791,0.024658
3.400096,0.456572,0.02465
3.397689,0.456377,0.02464
3.395094,0.456111,0.024628
3.392397,0.455976,0.02462
3.389978,0.455704,0.024609
3.387385,0.455471,0.024598
3.385034,0.455358,0.024593
3.382403,0.455054,0.024579
3.380022,0.45487,0.024571
3.377573,0.454693,0.024563
3.375041,0.454509,0.024553
3.372637,0.454233,0.024542
3.370023,0.454105,0.024534
3.367604,0.453836,0.024523
3.365399,0.453639,0.024515
3.362841,0.453476,0.024506
3.360513,0.453267,0.024497
3.357962,0.453011,0.024485
3.355685,0.452863,0.024479
3.353219,0.452686,0.024469
3.350865,0.452414,0.024458
3.348282,0.452254,0.024449
3.345775,0.452055,0.024441
3.343267,0.451799,0.024429
3.340771,0.451606,0.024421
3.338434,0.451438,0.024414
3.336114,0.451185,0.024403
3.333717,0.451041,0.024395
3.331183,0.450846,0.024386
3.328948,0.450569,0.024375
3.32665,0.45043,0.024368
3.324298,0.450251,0.02436
3.321988,0.450066,0.024351
3.31952,0.449821,0.02434
3.316986,0.44965,0.024332
3.314496,0.449418,0.024322
3.312222,0.449226,0.024314
3.309944,0.449059,0.024306
3.30763,0.448827,0.024296
3.305294,0.448669,0.024288
3.302925,0.448466,0.024279
3.3006,0.448271,0.02427
3.298165,0.44805,0.02426
3.295807,0.447919,0.024254
3.293475,0.447644,0.024243
3.2911,0.447489,0.024235
3.288683,0.44728,0.024226
3.286358,0.44708,0.024217
3.284041,0.446872,0.024208
3.281455,0.446704,0.024199
3.278962,0.446448,0.024188
3.276405,0.446226,0.024179
3.274119,0.44609,0.024173
3.271816,0.445822,0.024162
3.269431,0.445648,0.024153
3.26706,0.445475,0.024146
3.264621,0.445288,0.024137
3.262361,0.445045,0.024128
3.260023,0.444904,0.024121
3.257689,0.444688,0.024111
3.255352,0.444449,0.024101
3.252939,0.444328,0.024095
3.250629,0.444089,0.024085
3.248383,0.443887,0.024076
3.246034,0.443692,0.024068
3.243713,0.443589,0.024062
3.241488,0.443299,0.024051
3.239139,0.443152,0.024043
3.236806,0.442962,0.024035
3.234541,0.442751,0.024026
3.23212,0.442531,0.024016
3.229592,0.442344,0.024007
3.227361,0.442145,0.024
3.224972,0.441924,0.02399
3.222757,0.441818,0.023985
3.220573,0.44155,0.023974
3.21836,0.441384,0.023966
3.216044,0.441208,0.023959
3.213696,0.441023,0.02395
3.21133,0.440789,0.02394
3.209106,0.440633,0.023934
3.20667,0.44043,0.023924
3.2044,0.440199,0.023915
3.202175,0.440057,0.023909
3.199952,0.43983,0.023899
3.197535,0.439668,0.023891
3.195377,0.439467,0.023884
3.193058,0.439338,0.023876
3.190832,0.43905,0.023865
