AOA,Weight,Gravity,Pitch,TAS,IAS,Rho,Q,QS,Calculated CL,Lift,Drag,Thrust[0],Thrust[1],Cl,Cd,Wing Surface,,
2.150777,64074.53516,9.793585,2.051575,147.728027,264.819641,1.055101,11513.03961,186109.7819,3.37177,622549.8125,36379.72656,62298.08984,0,0.351886,0.020563,122,6,
2.149097,64074.49609,9.793585,2.049887,147.757126,264.873199,1.055102,11517.57818,186183.1486,3.370439,622774.4375,36391.84766,62297.35938,0,0.351874,0.020562,122,6,
2.14744,64074.45703,9.793585,2.048186,147.786514,264.927368,1.055102,11522.16416,186257.2816,3.369096,622501.6875,36390.65625,62296.28906,0,0.35158,0.020553,122,6,
2.145777,64074.41406,9.793585,2.046494,147.815872,264.981384,1.055102,11526.745,186331.3314,3.367755,622619.5625,36399.96094,62295.32422,0,0.351507,0.02055,122,6,
2.144129,64074.37109,9.793585,2.044826,147.844559,265.03418,1.055102,11531.22071,186403.6818,3.366445,622688.75,36409.26172,62294.55078,0,0.35141,0.020547,122,6,
2.142413,64074.33594,9.793585,2.043068,147.874908,265.090088,1.055103,11535.95809,186480.2622,3.365061,622538.9375,36410.16797,62293.39063,660.34375,0.351181,0.020539,122,6,
2.140773,64074.29297,9.793585,2.041387,147.904114,265.143921,1.055103,11540.51786,186553.9714,3.363729,622540.1875,36416.875,62292.67969,0,0.351043,0.020535,122,6,
2.139154,64074.25,9.793585,2.039737,147.932831,265.196777,1.055103,11545.00362,186626.4843,3.36242,622606.5625,36425.92969,62291.73828,0.999344,0.350944,0.020532,122,6,
2.137455,64072.30078,9.793585,2.038008,147.962921,265.252228,1.055103,11549.70333,186702.4559,3.360949,622625.5,36431.92188,62290.74609,0,0.350812,0.020527,122,6,
2.135764,64074.17188,9.793585,2.03627,147.993378,265.308319,1.055104,11554.46119,186779.3673,3.359664,622510.75,36435.55859,62289.71094,0,0.350603,0.020521,122,6,
2.13415,64074.12891,9.793585,2.034636,148.021927,265.36084,1.055104,11558.92215,186851.4791,3.358365,622706.125,36447.97656,62288.96094,0,0.350577,0.02052,122,6,
2.132459,64074.08984,9.793585,2.032904,148.052139,265.416504,1.055104,11563.64377,186927.8048,3.356991,622569.375,36450.39453,62287.96875,0,0.350357,0.020513,122,6,
2.130776,64074.05078,9.793585,2.031181,148.082458,265.472351,1.055104,11568.38304,187004.4158,3.355614,622568.125,36456.15234,62286.91406,9,0.350213,0.020508,122,6,
2.128941,64074.01172,9.793585,2.029316,148.115036,265.532501,1.055105,11573.47621,187086.7475,3.354135,622673.0625,36466.53125,62285.82031,85.441406,0.350118,0.020504,122,6,
2.127275,64073.96094,9.793585,2.027622,148.144547,265.586884,1.055105,11578.09109,187161.3477,3.352796,622662.6875,36473.28516,62285.15234,0,0.349972,0.0205,122,6,
2.125715,64073.91797,9.793585,2.026012,148.172897,265.638977,1.055105,11582.5256,187233.032,3.35151,622484.875,36474.77344,62284.37109,10.75,0.349738,0.020493,122,6,
2.124123,64073.87891,9.793585,2.024384,148.201706,265.691986,1.055105,11587.03253,187305.8872,3.350204,622601,36484.63672,62283.37109,0.004724,0.349668,0.020491,122,6,
2.122413,64073.83984,9.793585,2.022652,148.232162,265.748138,1.055106,11591.79808,187382.9229,3.348825,622725.9375,36493.90625,62282.28906,8.827393,0.349594,0.020487,122,6,
2.120542,64073.80469,9.793585,2.020728,148.266327,265.811157,1.055106,11597.14465,187469.351,3.347279,622537.125,36494.67188,62281.13672,0,0.349327,0.020478,122,6,
2.11875,64073.75391,9.793585,2.018901,148.298767,265.871033,1.055106,11602.22398,187551.4589,3.345811,622655.6875,36506.29688,62280.03516,0,0.349241,0.020476,122,6,
2.11703,64073.70703,9.793585,2.017148,148.329865,265.928375,1.055106,11607.09164,187630.1453,3.344405,622661.25,36514.07813,62279.35156,78251.50781,0.349097,0.020472,122,6,
2.11544,64073.66406,9.793585,2.015515,148.359085,265.982086,1.055107,11611.66784,187704.1202,3.343085,622571.375,36518.27734,62278.64063,-1.3718E+13,0.348909,0.020466,122,6,
2.113782,64073.625,9.793585,2.013821,148.389526,266.038177,1.055107,11616.4387,187781.2417,3.34171,622635.4375,36526.86719,62277.51563,80.855469,0.348802,0.020462,122,6,
2.111933,64073.58984,9.793585,2.011945,148.42308,266.100128,1.055107,11621.69537,187866.2165,3.340197,622728.375,36535.60156,62276.25,0,0.348696,0.020458,122,6,
2.1103,64073.53516,9.793585,2.010267,148.453323,266.155792,1.055107,11626.43459,187942.8266,3.338832,622575.9375,36539.40234,62275.51953,63053.35156,0.348469,0.020452,122,6,
2.108651,64073.49609,9.793585,2.00859,148.483566,266.211548,1.055108,11631.17478,188019.4524,3.33747,622716.5,36549.94922,62274.66406,0,0.348405,0.020449,122,6,
2.106968,64073.45313,9.793585,2.006877,148.514435,266.268402,1.055108,11636.01397,188097.6784,3.336079,622696.5,36556.57813,62273.58594,34.885742,0.348249,0.020445,122,6,
2.105381,64073.41016,9.793585,2.00526,148.543655,266.322113,1.055108,11640.59588,188171.7456,3.334764,622694.625,36562.94141,62272.86328,63037.54297,0.348111,0.02044,122,6,
2.103795,64073.37109,9.793585,2.003644,148.572922,266.376007,1.055108,11645.18586,188245.9434,3.333448,622690.125,36569.55469,62271.92578,0,0.347971,0.020436,122,6,
2.102011,64073.33203,9.793585,2.001834,148.605606,266.43631,1.055109,11650.31267,188328.8189,3.331979,622751.9375,36577.44141,62270.71094,64238.41016,0.347853,0.020431,122,6,
2.100455,64073.28125,9.793585,2.000247,148.634384,266.489258,1.055109,11654.828,188401.8098,3.330685,622690.5,36583.29297,62270.09766,62973.05078,0.347684,0.020427,122,6,
2.098832,64073.24609,9.793585,1.998589,148.664581,266.544922,1.055109,11659.5668,188478.4131,3.32933,622677.9375,36589.50391,62269.01563,9,0.347535,0.020422,122,6,
2.097237,64073.19922,9.793585,1.996978,148.693909,266.598877,1.055109,11664.17011,188552.8261,3.328013,622810.375,36599.80859,62268.21875,44.459961,0.347472,0.020419,122,6,
2.095685,64073.16016,9.793585,1.995396,148.722748,266.651917,1.05511,11668.6977,188626.0153,3.32672,622706.625,36603.71484,62267.36719,0,0.347279,0.020414,122,6,
2.09404,64073.12109,9.793585,1.993726,148.753265,266.70816,1.05511,11673.48961,188703.4772,3.325352,622761.0625,36611.14453,62266.29297,0,0.347167,0.020409,122,6,
2.092349,64073.08203,9.793585,1.992012,148.784439,266.765686,1.05511,11678.38551,188782.62,3.323956,622795.9375,36619.35547,62265.19531,0,0.347041,0.020405,122,6,
2.090724,64073.03516,9.793585,1.990364,148.814499,266.821014,1.05511,11683.10754,188858.9521,3.32261,622777.8125,36625.4375,62264.52734,63399.09375,0.346891,0.020401,122,6,
2.089108,64072.99609,9.793585,1.98872,148.84465,266.876526,1.055111,11687.8449,188935.5322,3.321262,622738.5625,36631.19531,62263.54688,691.5625,0.346728,0.020396,122,6,
2.087524,64072.95313,9.793585,1.987113,148.874084,266.930725,1.055111,11692.47057,189010.3067,3.319945,622794,36639.96875,62262.70313,806.703125,0.346622,0.020392,122,6,
2.085941,64072.91016,9.793585,1.985512,148.903427,266.984741,1.055111,11697.08409,189084.8849,3.318634,622826.625,36647.22656,62261.83203,63279.89063,0.346503,0.020388,122,6,
2.084331,64072.87109,9.793585,1.983877,148.933456,267.040039,1.055111,11701.8051,189161.2007,3.317293,622775.25,36652.37891,62260.875,0,0.346335,0.020383,122,6,
2.082619,64072.83203,9.793585,1.982151,148.965103,267.098389,1.055112,11706.78129,189241.6414,3.315881,622871.1875,36661.36719,62259.83594,0,0.346241,0.020379,122,6,
2.081038,64072.78516,9.793585,1.980551,148.994431,267.152374,1.055112,11711.39391,189316.2051,3.314572,622815.875,36667.67188,62259.12891,0,0.346074,0.020375,122,6,
2.079448,64072.74609,9.793585,1.978942,149.023941,267.206757,1.055112,11716.03624,189391.2489,3.313257,622834.125,36674.16797,62258.25,0,0.345947,0.02037,122,6,
2.07781,64072.70703,9.793585,1.977285,149.054337,267.262756,1.055112,11720.81867,189468.5576,3.311903,622842.0625,36681.49609,62257.29688,1.08465E+21,0.34581,0.020366,122,6,
2.076277,64072.66016,9.793585,1.97574,149.082657,267.31485,1.055113,11725.27566,189540.6053,3.310642,622880.4375,36689.33594,62256.51172,0.999741,0.3457,0.020363,122,6,
2.074769,64072.62109,9.793585,1.974213,149.110672,267.366333,1.055113,11729.68547,189611.8905,3.309395,622837.75,36694.65625,62255.70703,0.004724,0.345546,0.020358,122,6,
2.07319,64072.58203,9.793585,1.972619,149.139938,267.420227,1.055113,11734.29434,189686.3934,3.308093,622869.9375,36701.375,62254.71875,0,0.345429,0.020354,122,6,
2.071553,64072.54297,9.793585,1.970964,149.170334,267.476257,1.055113,11739.07917,189763.7409,3.306743,622862.125,36707.9375,62253.80859,47.25,0.345283,0.020349,122,6,
2.069905,64072.50391,9.793585,1.969306,149.200714,267.532288,1.055114,11743.86391,189841.0868,3.305394,622918.1875,36716.02734,62252.73438,0,0.345174,0.020345,122,6,
2.068303,64072.45703,9.793585,1.967691,149.230316,267.586853,1.055114,11748.52709,189916.4677,3.304079,622895.25,36722.42188,62252.09766,0,0.345024,0.020341,122,6,
2.066599,64072.42188,9.793585,1.965966,149.261993,267.645264,1.055114,11753.51802,189997.1467,3.302674,622858.3125,36728.03906,62250.84766,0,0.344857,0.020335,122,6,
2.064953,64072.375,9.793585,1.964315,149.292236,267.700928,1.055114,11758.28539,190074.212,3.301333,622962.1875,36738.14063,62250.24609,0,0.344775,0.020333,122,6,
2.063306,64072.33203,9.793585,1.962646,149.322845,267.757294,1.055115,11763.11011,190152.2041,3.299977,622849,36742.19141,62249.26953,0.004724,0.344571,0.020326,122,6,
2.061718,64070.37891,9.793585,1.961048,149.352188,267.811401,1.055115,11767.73624,190226.9861,3.298579,622926.125,36750.76172,62248.51953,4,0.344478,0.020323,122,6,
2.059895,64072.25391,9.793585,1.959213,149.385834,267.873505,1.055115,11773.0415,190312.7463,3.297189,622928.9375,36757.61328,62247.21875,0,0.344324,0.020318,122,6,
2.058211,64072.20703,9.793585,1.957521,149.416733,267.93045,1.055115,11777.91628,190391.5478,3.295822,622956.5625,36766.15234,62246.44531,0,0.344197,0.020314,122,6,
2.056592,64072.16016,9.793585,1.955882,149.446777,267.985748,1.055116,11782.65733,190468.1875,3.294493,622866.8125,36771.22266,62245.71094,-7.50966E+36,0.344009,0.020309,122,6,
2.055044,64072.11719,9.793585,1.954329,149.475113,268.037872,1.055116,11787.12714,190540.4426,3.293242,622996.125,36781.60938,62244.96875,0,0.34395,0.020307,122,6,
2.05344,64072.08203,9.793585,1.952706,149.504791,268.092529,1.055116,11791.81095,190616.1569,3.291932,622878.125,36784.79688,62243.90625,0,0.343748,0.0203,122,6,
2.051617,64072.04297,9.793585,1.950872,149.53833,268.15448,1.055116,11797.10479,190701.7325,3.290452,622953,36792.66406,62242.78125,0,0.343635,0.020296,122,6,
2.050076,64071.98828,9.793585,1.949322,149.566635,268.206512,1.055117,11801.57252,190773.954,3.289204,622958.8125,36801.72266,62242.24219,0,0.343508,0.020293,122,6,
2.048407,64071.95703,9.793585,1.947635,149.597458,268.263336,1.055117,11806.43984,190852.6348,3.287846,622910.1875,36806.26953,62241.17188,1.08465E+21,0.34334,0.020287,122,6,
2.046813,64071.91016,9.793585,1.946026,149.626953,268.317657,1.055117,11811.09991,190927.9655,3.286547,622924.125,36813.87891,62240.36328,0,0.343212,0.020283,122,6,
2.04521,64071.87109,9.793585,1.944413,149.656479,268.37204,1.055117,11815.76439,191003.3674,3.285247,622962.75,36821.87891,62239.50781,124,0.343098,0.02028,122,6,
2.043532,64071.83203,9.793585,1.942718,149.687546,268.429352,1.055118,11820.67319,191082.7188,3.283881,622926.125,36827.14453,62238.53125,0,0.342935,0.020274,122,6,
2.041975,64071.78516,9.793585,1.94114,149.716675,268.482971,1.055118,11825.27689,191157.1382,3.2826,622893.875,36833.71094,62237.78906,0,0.342784,0.02027,122,6,
2.040332,64071.74609,9.793585,1.939485,149.747238,268.539276,1.055118,11830.10811,191235.2355,3.281258,622966.375,36842.35938,62236.76563,0,0.342684,0.020266,122,6,
2.038798,64071.70313,9.793585,1.937941,149.775757,268.591736,1.055118,11834.61586,191308.1038,3.280006,622970.75,36849.6875,62236.09375,0,0.342556,0.020263,122,6,
2.037207,64071.66406,9.793585,1.93633,149.805634,268.64682,1.055119,11839.34179,191384.4992,3.278694,622909.25,36854.41797,62235.17578,1.08465E+21,0.342385,0.020257,122,6,
2.035717,64071.62109,9.793585,1.934831,149.83345,268.697968,1.055119,11843.74167,191455.6238,3.277474,622996.5625,36864.16016,62234.45313,1.08465E+21,0.342306,0.020255,122,6,
2.03414,64071.58203,9.793585,1.933246,149.862808,268.751984,1.055119,11848.38739,191530.7225,3.276187,622996.75,36870.09375,62233.54688,1.08465E+21,0.342172,0.02025,122,6,
2.032531,64071.54297,9.793585,1.931615,149.893204,268.807953,1.055119,11853.19679,191608.4671,3.274856,622908.9375,36874.15234,62232.58984,62710.68359,0.341985,0.020244,122,6,
2.031,64071.5,9.793585,1.930076,149.921967,268.860901,1.05512,11857.74756,191682.0308,3.273597,623011,36884.12891,62231.84766,0,0.34191,0.020242,122,6,
2.029499,64071.45703,9.793585,1.92857,149.949982,268.912415,1.05512,11862.18224,191753.7181,3.272371,623040.5625,36892.21875,62231.09375,-5.4049,0.341798,0.020239,122,6,
2.027953,64071.42188,9.793585,1.92701,149.97908,268.966003,1.05512,11866.79054,191828.2117,3.271098,622967.9375,36895.88672,62230.21094,0,0.341625,0.020233,122,6,
2.026172,64071.38672,9.793585,1.925215,150.01265,269.027985,1.05512,11872.10603,191914.1373,3.269632,622988.625,36902.80859,62229.07422,62428.68359,0.341484,0.020228,122,6,
2.024639,64071.33203,9.793585,1.923681,150.041199,269.080597,1.055121,11876.62795,191987.2347,3.268384,623075.75,36913.83594,62228.46875,0,0.341402,0.020226,122,6,
2.023115,64071.29297,9.793585,1.922138,150.070053,269.133698,1.055121,11881.20039,192061.1489,3.267124,622950.25,36916.87109,62227.73047,62712.05078,0.341201,0.02022,122,6,
2.021502,64071.25391,9.793585,1.920517,150.100479,269.189789,1.055121,11886.01995,192139.0576,3.265798,623026.125,36925.14453,62226.59375,-7.53775E+36,0.341105,0.020216,122,6,
2.019841,64071.21484,9.793585,1.918855,150.131485,269.246948,1.055121,11890.93367,192218.4885,3.264446,623083.8125,36934.32422,62225.76953,0,0.340995,0.020213,122,6,
2.01816,64071.17188,9.793585,1.917164,150.16301,269.305084,1.055122,11895.93195,192299.2864,3.263072,623029.375,36939.42188,62224.71484,62228.46875,0.340822,0.020207,122,6,
2.016536,64071.12891,9.793585,1.915526,150.193741,269.361633,1.055122,11900.80285,192378.0252,3.261734,622992.9375,36946.18359,62224.07813,62714.76563,0.340663,0.020203,122,6,
2.015006,64071.08203,9.793585,1.913995,150.222351,269.414307,1.055122,11905.33991,192451.3674,3.260489,623088.8125,36956.33984,62223.45703,0,0.340585,0.020201,122,6,
2.013254,64071.05078,9.793585,1.912229,150.255402,269.475342,1.055122,11910.58179,192536.1029,3.259053,623012.6875,36960.21484,62222.03516,0,0.340394,0.020194,122,6,
2.011484,64071.00391,9.793585,1.910458,150.288513,269.536438,1.055123,11915.83584,192621.0354,3.257613,623101.75,36970.26563,62221.10547,0,0.340292,0.02019,122,6,
2.009874,64070.95313,9.793585,1.908841,150.318634,269.591919,1.055123,11920.61536,192698.2969,3.256304,623068.5625,36978,62220.67188,0,0.340138,0.020187,122,6,
2.008295,64070.91016,9.793585,1.907249,150.348419,269.646759,1.055123,11925.34259,192774.7132,3.255011,623020.5,36983.32813,62219.74219,0,0.339977,0.020181,122,6,
2.006649,64070.87109,9.793585,1.905596,150.379456,269.703949,1.055123,11930.26928,192854.3538,3.253665,623067.125,36991.34766,62218.73438,0,0.339862,0.020178,122,6,
2.004971,64070.82813,9.793585,1.903916,150.410843,269.761841,1.055124,11935.25269,192934.9113,3.252305,623107.75,37000.33984,62217.82813,0,0.339742,0.020174,122,6,
2.003326,64070.78516,9.793585,1.902268,150.441605,269.818573,1.055124,11940.13918,193013.9021,3.250971,623098.3125,37006.80859,62217.05469,0,0.339598,0.020169,122,6,
2.001642,64070.74219,9.793585,1.900573,150.473358,269.877106,1.055124,11945.1828,193095.4327,3.249597,623041,37012.63672,62216.02344,0,0.339423,0.020164,122,6,
1.999792,64070.70313,9.793585,1.898719,150.508041,269.941193,1.055125,11950.69407,193184.5232,3.248096,623109.125,37021.58984,62214.83594,3566.9375,0.339304,0.02016,122,6,
1.998107,64070.65234,9.793585,1.897023,150.539871,269.999847,1.055125,11955.75068,193266.264,3.24672,623053.625,37028.84766,62214.25,0,0.33913,0.020155,122,6,
1.996501,64070.60547,9.793585,1.895413,150.570068,270.055511,1.055125,11960.55033,193343.851,3.245414,623108.5,37038.0625,62213.55469,0,0.339024,0.020152,122,6,
1.994923,64070.5625,9.793585,1.89383,150.599762,270.110199,1.055125,11965.27093,193420.16,3.244132,623105.5625,37045.07031,62212.72656,0,0.338889,0.020148,122,6,
1.993395,64070.51953,9.793585,1.892288,150.62886,270.163727,1.055125,11969.89788,193494.9553,3.242876,623031.5625,37050.26172,62211.85547,783.03125,0.338717,0.020143,122,6,
1.991807,64070.48047,9.793585,1.890696,150.658905,270.219086,1.055125,11974.67476,193572.1742,3.24158,623112.6875,37058.99609,62210.875,0,0.338626,0.020139,122,6,
1.990214,64070.4375,9.793585,1.889102,150.688873,270.274292,1.055126,11979.44317,193649.2562,3.240288,623149.3125,37067.46875,62210.10547,0,0.338511,0.020136,122,6,
1.988619,64070.39453,9.793585,1.887497,150.719193,270.330109,1.055126,11984.26699,193727.2338,3.238981,623077.25,37071.93359,62209.26563,0,0.338336,0.02013,122,6,
1.987041,64068.44531,9.793585,1.885913,150.749176,270.385345,1.055126,11989.03838,193804.364,3.237594,623091.1875,37079.80078,62208.34766,-7.58816E+36,0.338209,0.020127,122,6,
1.985519,64070.30859,9.793585,1.884391,150.777939,270.438263,1.055127,11993.61653,193878.3703,3.236452,623160.9375,37088.98438,62207.75,30.458496,0.338118,0.020124,122,6,
1.983944,64070.26953,9.793585,1.882808,150.807968,270.49353,1.055127,11998.39707,193955.6484,3.23516,623100.875,37093.51563,62206.75391,1.08465E+21,0.33795,0.020118,122,6,
1.982177,64070.23828,9.793585,1.881028,150.841827,270.556091,1.055127,12003.78948,194042.8174,3.233705,623089.4375,37100.16797,62205.60938,-7.53775E+36,0.337792,0.020113,122,6,
1.980701,64070.17969,9.793585,1.879559,150.869705,270.607361,1.055127,12008.22956,194114.5919,3.232507,623217.4375,37112.59766,62205.3125,0,0.337737,0.020112,122,6,
1.979152,64070.14453,9.793585,1.878,150.899338,270.661865,1.055128,12012.94985,194190.896,3.231235,623093.9375,37115.58984,62204.36719,93.142578,0.337537,0.020106,122,6,
1.977601,64070.10547,9.793585,1.876446,150.928879,270.716309,1.055128,12017.65649,194266.9794,3.229967,623150.5625,37123.71484,62203.42578,0,0.337436,0.020102,122,6,
1.975805,64070.06641,9.793585,1.874653,150.962814,270.778992,1.055128,12023.06402,194354.3929,3.228513,623199.4375,37132.00391,62202.35156,0,0.33731,0.020098,122,6,
1.974149,64070.01953,9.793585,1.872997,150.994049,270.836517,1.055128,12028.04249,194434.8704,3.227174,623184.8125,37139.66406,62201.50781,96.255859,0.337163,0.020094,122,6,
1.972574,64069.97266,9.793585,1.871412,151.024078,270.891815,1.055129,12032.82989,194512.2594,3.225888,623110.5,37145.07422,62200.85547,0,0.336989,0.020089,122,6,
1.970963,64069.92969,9.793585,1.869799,151.054672,270.94812,1.055129,12037.70823,194591.1185,3.224578,623169.5,37154.24609,62199.97266,0,0.336884,0.020085,122,6,
1.969241,64069.89063,9.793585,1.868077,151.087219,271.008179,1.055129,12042.90028,194675.0486,3.223186,623192.0625,37161.58203,62198.88672,-5.54759E+25,0.336751,0.020081,122,6,
1.967765,64069.83984,9.793585,1.866592,151.115448,271.060028,1.055129,12047.40356,194747.8446,3.221979,623117.5625,37167.95703,62198.56641,0,0.336585,0.020077,122,6,
1.966196,64069.80078,9.793585,1.86502,151.145279,271.11499,1.05513,12052.16454,194824.8066,3.220704,623184.8125,37176.34766,62197.48047,0,0.336488,0.020073,122,6,
1.96464,64069.76172,9.793585,1.863466,151.174728,271.169159,1.05513,12056.8629,194900.7562,3.219447,623212,37184.19922,62196.64453,0,0.336372,0.02007,122,6,
1.963063,64069.72266,9.793585,1.861877,151.204971,271.224884,1.05513,12061.69013,194978.7889,3.218157,623114.375,37188.23438,62195.90234,0,0.336184,0.020064,122,6,
1.961518,64069.67578,9.793585,1.860332,151.234406,271.279053,1.05513,12066.38927,195054.7512,3.216901,623204.375,37198.11719,62195.08203,0,0.336102,0.020061,122,6,
1.959977,64069.63672,9.793585,1.858791,151.263779,271.333191,1.055131,12071.07959,195130.5708,3.215649,623201.3125,37204.77344,62194.33594,0,0.33597,0.020057,122,6,
1.958444,64069.59766,9.793585,1.857248,151.293289,271.387512,1.055131,12075.79274,195206.7595,3.214392,623140.875,37210.46094,62193.51172,0,0.335806,0.020052,122,6,
1.956896,64069.55469,9.793585,1.855705,151.322708,271.441711,1.055131,12080.4922,195282.7269,3.213139,623253.375,37220.46875,62192.64063,1.08465E+21,0.335736,0.02005,122,6,
1.95539,64069.51172,9.793585,1.854194,151.351486,271.494659,1.055131,12085.09159,195357.0766,3.211914,623181.4375,37225.78516,62191.94141,0,0.335569,0.020045,122,6,
1.953725,64069.47656,9.793585,1.852525,151.383392,271.553528,1.055132,12090.19013,195439.4952,3.210558,623191.1875,37231.89063,62190.96875,59.241211,0.335433,0.02004,122,6,
1.952187,64069.42969,9.793585,1.850982,151.412949,271.60791,1.055132,12094.91297,195515.8404,3.209302,623187.4375,37240.42578,62190.22656,188.941406,0.3353,0.020037,122,6,
1.950621,64069.38672,9.793585,1.849421,151.442719,271.662811,1.055132,12099.67223,195592.7745,3.208038,623264.3125,37249.13672,62189.41016,0,0.33521,0.020034,122,6,
1.949003,64069.34766,9.793585,1.847794,151.473816,271.720123,1.055132,12104.64459,195673.1534,3.206718,623173.3125,37253.89844,62188.55469,10320.75,0.335023,0.020028,122,6,
1.947478,64069.30078,9.793585,1.846274,151.502792,271.773438,1.055133,12109.27893,195748.0681,3.205488,623267.9375,37263.99609,62187.87109,0.999496,0.334946,0.020026,122,6,
1.945865,64069.26563,9.793585,1.84466,151.533554,271.830078,1.055133,12114.19959,195827.6113,3.204184,623225.25,37269.59766,62186.96484,0,0.334787,0.020021,122,6,
1.944359,64069.21875,9.793585,1.843145,151.5625,271.883423,1.055133,12118.83088,195902.4766,3.202958,623167.0625,37275.56641,62186.27344,0,0.334627,0.020016,122,6,
1.942887,64069.17578,9.793585,1.841675,151.590561,271.935028,1.055133,12123.3215,195975.068,3.201769,623270.9375,37285.48438,62185.625,0,0.334559,0.020014,122,6,
1.941381,64069.14063,9.793585,1.840167,151.619293,271.987946,1.055133,12127.92035,196049.4091,3.200553,623220.5,37291,62184.77344,0.000001,0.334405,0.020009,122,6,
1.939767,64069.10547,9.793585,1.838548,151.650238,272.045013,1.055134,12132.87411,196129.4873,3.199245,623217,37296.70313,62183.71875,0,0.334267,0.020004,122,6,
1.938216,64069.05859,9.793585,1.836992,151.679993,272.099823,1.055134,12137.6384,196206.5026,3.197987,623215.9375,37305.26953,62183.10547,0,0.334135,0.020001,122,6,
1.936674,64069.01563,9.793585,1.835459,151.709137,272.153473,1.055134,12142.30592,196281.9537,3.196755,623317.3125,37314.52344,62182.375,0,0.334061,0.019998,122,6,
1.935184,64068.97266,9.793585,1.833956,151.737778,272.206207,1.055134,12146.89372,196356.1161,3.195546,623160.125,37317.83594,62181.64844,0,0.333851,0.019993,122,6,
1.933673,64068.93359,9.793585,1.832444,151.766632,272.259338,1.055135,12151.5166,196430.8455,3.194328,623261.5,37326.76953,62180.92188,0,0.333778,0.01999,122,6,
1.932169,64068.89453,9.793585,1.83094,151.795242,272.311951,1.055135,12156.10126,196504.9571,3.193121,623253.5,37334.28906,62180.11719,63159.85938,0.333648,0.019986,122,6,
1.93069,64068.85547,9.793585,1.829459,151.823364,272.363708,1.055135,12160.60993,196577.8404,3.191935,623252.125,37340.55078,62179.49219,0,0.333523,0.019982,122,6,
1.929198,64068.81641,9.793585,1.827961,151.851898,272.41626,1.055135,12165.18271,196651.7599,3.190734,623212.25,37346.25,62178.71484,0,0.333377,0.019978,122,6,
1.927633,64068.77734,9.793585,1.826394,151.881622,272.471069,1.055136,12169.94845,196728.7987,3.189482,623262.9375,37354.55469,62177.70703,7.24432E+22,0.333273,0.019974,122,6,
1.926103,64068.73438,9.793585,1.824861,151.910751,272.524628,1.055136,12174.61974,196804.3108,3.188256,623244.875,37360.94922,62177.19141,0,0.333136,0.01997,122,6,
1.924597,64068.69141,9.793585,1.823342,151.939728,272.578003,1.055136,12179.26747,196879.4419,3.187037,623178.6875,37366.16406,62176.35547,0,0.332973,0.019965,122,6,
1.923099,64068.65234,9.793585,1.821837,151.968521,272.631042,1.055136,12183.88672,196954.1127,3.185827,623228.25,37374.86719,62175.59375,0,0.332873,0.019962,122,6,
1.921603,64068.61328,9.793585,1.820336,151.997223,272.683868,1.055137,12188.49217,197028.5604,3.184622,623244.625,37382.28125,62174.85156,0,0.332756,0.019959,122,6,
1.919927,64068.57813,9.793585,1.818649,152.029587,272.743652,1.055137,12193.68593,197112.5182,3.183263,623212,37387.61719,62174.02344,0,0.332597,0.019953,122,6,
1.918232,64068.53125,9.793585,1.816947,152.062302,272.804016,1.055137,12198.93572,197197.3818,3.181891,623238.625,37396.52344,62172.75781,0,0.332468,0.019949,122,6,
1.91657,64068.48438,9.793585,1.815282,152.094238,272.862946,1.055137,12204.06452,197280.2895,3.180552,623266.375,37405.29297,62172.22656,0,0.332343,0.019946,122,6,
1.914922,64066.53516,9.793585,1.81362,152.126251,272.922028,1.055138,12209.20527,197363.3904,3.179116,623189.875,37411.07031,62171.35938,0,0.332163,0.01994,122,6,
1.91334,64068.39453,9.793585,1.812035,152.156754,272.978302,1.055138,12214.10457,197442.5882,3.177933,623281.625,37421.66797,62170.78516,0,0.332078,0.019938,122,6,
1.911767,64068.35156,9.793585,1.810448,152.187485,273.034882,1.055138,12219.04299,197522.4185,3.176646,623200,37427.00391,62169.88672,52.807617,0.331901,0.019933,122,6,
1.910247,64068.30859,9.793585,1.808921,152.217087,273.089447,1.055138,12223.79968,197599.3109,3.175408,623257.8125,37436.00781,62169.32031,0,0.331802,0.01993,122,6,
1.908697,64068.26563,9.793585,1.807365,152.247299,273.145081,1.055139,12228.65672,197677.8256,3.174145,623257.125,37443.63672,62168.375,0,0.33167,0.019926,122,6,
1.907134,64068.22266,9.793585,1.805801,152.277557,273.200836,1.055139,12233.51794,197756.4079,3.172881,623306.125,37451.94531,62167.55469,0.000001,0.331564,0.019922,122,6,
1.905668,64068.17969,9.793585,1.80432,152.30632,273.253845,1.055139,12238.14396,197831.1881,3.17168,623208.75,37457.0625,62167.05859,0,0.331387,0.019918,122,6,
1.904124,64068.14063,9.793585,1.802776,152.336273,273.309021,1.055139,12242.96078,197909.0526,3.17043,623312.625,37466.72266,62166.08203,62213.55469,0.331312,0.019915,122,6,
1.902662,64068.09766,9.793585,1.801311,152.364655,273.361328,1.05514,12247.52587,197982.8479,3.169246,623301.6875,37473.59766,62165.51953,13.338135,0.331183,0.019911,122,6,
1.90122,64068.05859,9.793585,1.799854,152.393066,273.413544,1.05514,12252.09535,198056.714,3.168062,623201.125,37478.4375,62164.82813,0,0.331006,0.019906,122,6,
1.899733,64068.01953,9.793585,1.79837,152.421875,273.466614,1.05514,12256.73086,198131.6477,3.166862,623357.5,37488.9375,62164,0,0.330964,0.019904,122,6,
